transaction_amount;hour_of_day;is_weekend;num_items;customer_age;prev_transactions;distance_from_home;device_type;network_quality;is_first_transaction;store_type;velocity_score;is_fraud
70,53;3;0;4;31;5;54,78;1;100,0;0;0;5,31;0
92,5;3;0;6;18;7;11,82;2;71,03;1;0;3,92;0
50,1;2;0;3;46;0;37,23;0;78,35;0;0;4,55;0
76,06;3;0;4;33;6;34,02;0;47,59;0;0;4,61;0
124,12;3;0;2;35;6;13,25;2;100,0;0;0;6,5;0
137,95;1;0;4;35;0;23,35;2;77,33;0;0;4,63;0
116,39;2;0;3;58;3;19,85;1;95,91;0;0;4,99;0
141,36;3;0;2;46;4;13,23;1;68,45;0;0;4,99;0
90,49;2;0;1;21;6;13,13;0;46,6;0;0;7,68;0
75,42;1;0;5;74;1;41,38;1;75,31;0;1;8,1;1
91,13;1;1;5;21;0;68,23;1;72,61;0;0;6,83;0
91,72;3;0;6;19;3;68,23;0;37,73;0;0;3,78;0
151,51;2;0;1;44;1;35,49;0;51,15;1;1;3,73;0
1,0;2;0;2;20;0;9,56;2;100,0;0;1;3,78;0
64,76;2;0;4;53;1;5,12;0;75,65;0;0;4,99;0
105,21;3;0;2;35;7;17,32;1;68,48;0;0;4,81;0
172,55;3;0;6;42;5;19,15;0;88,17;1;0;4,99;1
99,48;2;0;4;43;1;12,33;0;30,52;0;1;4,99;0
98,88;2;0;3;36;1;18,22;2;89,16;0;1;8,56;0
57,6;3;1;3;53;2;11,05;0;73,11;0;0;5,13;0
73,43;1;0;5;18;1;13,88;0;79,56;0;0;4,99;0
105,12;2;0;0;18;0;17,32;1;61,54;0;0;5,9;0
50,36;2;0;2;65;6;20,34;2;60,4;0;0;5,62;0
166,41;3;1;2;24;2;68,23;2;75,31;0;1;2,4;1
42,33;1;0;5;34;0;65,31;2;75,31;0;1;2,56;1
114,76;2;0;3;45;12;34,66;0;87,99;1;0;4,39;0
111,7;2;0;2;20;0;17,32;0;100,0;0;0;1,55;0
43,73;2;0;3;41;10;21,44;0;62,09;0;0;4,64;0
124,11;1;0;2;35;0;25,15;1;75,31;0;0;1,1;0
138,41;3;0;0;64;3;16,95;1;49,05;0;1;5,78;0
68,72;3;0;2;54;0;0,88;0;100,0;0;1;8,32;0
219,58;3;0;4;35;3;41,72;1;84,46;1;0;5,75;0
115,37;2;0;5;36;0;31,09;0;78,52;0;0;2,82;0
69,04;2;0;0;48;0;15,73;2;73,59;0;0;7,52;1
71,89;2;0;4;42;1;39,8;2;100,0;0;0;5,35;0
109,48;2;0;4;56;0;16,18;1;84,84;1;0;5,38;0
59,47;2;0;3;44;3;28,39;1;79,63;1;0;5,92;0
75,64;1;1;3;18;6;17,32;2;100,0;0;0;6,05;1
62,58;2;0;2;34;3;34,91;1;66,59;0;0;0,0;1
109,63;3;0;4;30;7;5,48;0;70,67;0;0;5,78;0
158,16;3;0;2;18;3;2,87;2;21,66;0;0;6,41;0
185,55;2;0;4;61;13;29,33;2;69,46;0;0;6,63;0
133,63;2;0;2;28;1;0,09;0;71,65;0;0;6,36;0
55,54;2;0;5;35;0;11,43;2;100,0;0;0;3,84;0
110,89;3;0;5;23;3;19,03;0;70,99;0;1;4,54;0
57,58;3;0;2;31;3;32,02;2;74,89;0;0;4,99;0
97,02;1;1;0;52;3;15,67;1;67,83;1;0;4,42;1
112,16;1;0;4;41;3;34,32;0;45,27;1;0;3,58;0
54,12;1;0;3;18;1;13,65;2;35,61;0;0;4,28;0
194,31;3;0;1;75;1;15,55;0;65,49;0;0;1,66;1
147,48;3;0;1;18;13;1,82;1;100,0;0;1;7,06;0
68,54;2;0;1;59;4;17,32;0;37,15;0;0;3,18;1
75,21;2;0;2;47;1;17,32;0;100,0;0;0;4,99;0
148,6;3;0;3;54;0;8,25;0;80,72;0;0;6,14;0
103,78;2;0;4;46;4;1,62;0;75,31;0;0;6,74;1
61,37;2;1;3;35;7;23,76;0;75,56;0;0;4,99;0
37,42;3;0;2;27;3;3,28;0;51,13;0;0;4,74;0
45,39;2;0;1;35;3;17,32;2;75,31;0;0;8,67;0
34,04;2;0;4;27;13;17,32;0;55,11;0;0;7,55;0
73,63;2;0;9;38;4;1,3;2;84,37;1;1;4,54;0
91,49;2;0;3;26;3;0,19;0;78,29;0;0;3,78;0
47,52;1;0;3;30;11;4,0;2;68,87;0;1;4,7;0
155,83;2;0;3;41;2;3,34;1;53,77;0;0;4,84;0
124,31;2;0;6;38;5;6,84;0;58,79;0;0;6,65;0
160,0;2;0;4;43;3;17,32;2;44,26;0;1;6,51;0
74,34;2;0;5;35;4;9,23;0;64,16;0;1;5,67;0
159,35;1;1;1;35;0;3,98;0;100,0;0;1;4,11;1
150,09;2;0;1;45;6;7,68;2;55,62;0;0;5,08;0
73,82;3;0;2;34;2;48,88;0;44,12;1;0;4,08;0
53,03;2;0;3;29;9;12,0;1;75,31;0;1;4,85;0
186,38;1;1;0;42;0;68,23;0;82,87;0;0;7,88;0
137,09;2;1;4;36;8;68,23;0;50,54;0;0;5,93;0
160,92;3;0;3;35;13;17,32;1;85,62;0;0;4,99;0
1,0;3;0;4;35;2;17,32;0;60,25;0;1;6,84;1
202,1;2;0;3;48;4;22,1;0;74,9;0;1;5,99;0
130,85;3;0;1;35;6;32,82;0;74,88;0;0;5,83;0
177,56;2;0;4;49;6;16,15;1;70,75;0;1;2,66;0
80,5;3;0;3;34;1;28,34;1;54,98;0;0;3,52;0
77,26;3;0;5;44;4;35,88;2;69,72;0;1;4,99;0
146,28;3;0;4;48;3;37,88;0;75,31;0;0;3,41;0
109,97;3;0;4;43;8;19,79;0;51,37;0;0;8,87;0
160,06;3;0;5;41;4;0,07;1;89,76;0;1;4,99;1
219,58;1;0;4;25;2;17,32;0;67,39;0;0;3,77;0
187,37;3;0;2;47;6;45,49;0;100,0;0;0;5,29;0
151,44;3;0;3;20;7;44,75;1;75,31;0;0;4,66;0
127,16;3;0;2;40;0;17,32;0;70,85;0;0;4,99;0
90,74;1;0;3;35;5;24,94;1;100,0;0;1;5,96;0
19,63;1;0;5;21;1;15,07;0;84,41;1;1;6,18;0
99,48;2;0;4;24;7;17,32;2;72,22;0;0;7,63;0
123,12;2;0;3;37;2;12,19;1;46,79;0;0;4,27;1
101,12;2;0;2;32;4;27,54;2;100,0;0;0;4,99;0
154,87;2;0;1;24;3;4,87;0;62,57;0;0;6,87;1
105,22;3;0;4;30;4;29,42;0;69,47;1;0;7,43;0
166,29;3;0;4;33;13;1,07;0;100,0;0;0;5,35;0
88,17;3;0;3;24;3;38,06;0;65,04;0;0;4,99;1
193,84;2;0;1;39;9;2,6;2;69,34;1;0;4,85;0
5,32;1;0;2;49;8;6,82;1;98,01;0;0;6,47;0
20,35;3;0;2;18;0;47,16;2;88,39;0;1;7,07;0
139,84;3;0;0;40;0;54,2;0;51,37;0;1;4,99;0
17,84;3;0;4;24;0;33,17;0;100,0;0;0;2,08;0
175,56;3;0;7;54;2;33,3;0;91,21;0;0;2,59;0
58,06;1;0;2;51;4;8,82;0;90,06;1;0;1,76;0
93,13;3;0;2;35;5;11,69;2;74,08;0;0;6,29;0
90,48;3;0;0;35;3;53,13;2;100,0;0;0;4,99;0
69,14;3;0;2;20;0;19,2;2;58,82;0;0;2,86;0
158,14;3;0;2;18;2;16,22;0;82,01;0;0;4,33;1
57,46;3;0;3;18;3;18,27;1;57,88;0;1;3,07;1
1,0;2;0;2;18;12;9,81;0;62,51;0;0;5,82;0
99,48;2;0;3;41;1;2,04;0;78,72;0;0;4,99;0
23,37;3;1;2;29;2;34,37;0;58,18;0;0;4,99;0
14,49;3;0;3;31;1;41,68;0;56,59;0;0;3,64;0
113,83;1;1;2;64;1;17,32;0;88,08;0;0;7,88;0
121,82;2;0;3;40;1;2,77;0;72,53;0;0;3,96;0
149,86;1;0;4;32;0;17,32;0;65,87;0;0;3,3;0
99,48;1;0;5;22;2;47,52;0;89,9;0;0;4,99;0
84,89;3;0;3;41;6;17,32;1;79,96;0;0;2,62;0
203,08;3;0;4;36;1;8,56;0;75,31;0;0;0,0;0
219,58;2;0;6;37;10;14,14;2;50,59;0;0;6,45;0
161,05;3;0;6;55;3;44,39;1;93,08;0;1;5,98;0
179,03;2;0;3;47;10;2,16;0;53,62;0;0;5,15;0
167,55;3;0;2;32;2;3,69;0;75,31;0;0;4,99;0
83,69;2;1;5;39;3;7,21;0;55,28;0;1;6,27;0
112,25;1;0;3;41;0;4,71;2;50,56;0;0;3,45;0
134,9;1;0;2;65;2;11,16;1;37,26;0;1;7,18;0
141,47;2;1;2;37;8;68,23;0;67,56;0;0;2,57;0
125,25;3;0;3;35;9;21,15;1;98,96;0;0;4,99;0
138,57;2;1;7;29;1;4,16;0;83,16;0;0;6,3;0
204,24;2;0;2;28;3;48,7;0;75,31;0;0;6,85;0
112,88;3;0;3;35;1;21,68;0;100,0;0;0;3,66;0
125,56;3;0;3;34;3;8,83;0;66,64;0;0;4,97;0
161,06;2;0;2;31;13;8,67;0;100,0;0;0;2,76;0
9,9;2;0;3;35;0;12,03;2;66,91;0;1;6,14;0
155,98;2;0;3;40;3;11,45;1;100,0;1;0;4,99;0
91,49;2;0;4;49;1;23,6;2;75,41;0;0;3,3;0
129,31;2;0;5;43;0;2,62;2;100,0;1;0;4,99;0
109,74;3;0;4;40;3;9,34;2;70,91;0;0;3,43;0
58,73;2;0;5;22;5;68,23;2;86,7;0;0;4,99;0
58,82;2;0;2;34;2;17,32;1;43,3;1;0;5,21;0
131,33;3;0;1;39;0;27,09;2;60,15;0;0;2,23;0
74,79;3;0;3;50;5;2,76;0;34,89;0;0;7,45;0
84,58;3;0;3;18;1;17,32;1;90,79;0;1;3,75;0
108,54;3;0;4;54;1;10,26;0;42,31;0;0;5,21;0
64,84;3;0;7;44;7;5,81;1;78,83;0;0;5,56;0
165,58;1;0;4;39;13;2,57;0;91,23;0;1;4,35;0
139,66;2;0;2;33;6;19,35;1;72,86;0;0;5,84;0
70,42;2;0;1;40;1;17,32;2;48,58;0;1;6,83;0
117,5;1;0;6;18;3;7,79;0;75,31;0;0;5,26;0
96,0;3;0;3;42;2;57,08;2;55,97;0;0;4,3;0
84,61;2;0;3;44;6;3,55;0;66,19;0;0;2,9;0
101,62;3;1;2;18;0;27,89;1;65,99;0;1;4,99;0
99,48;2;0;2;35;10;50,37;0;57,74;0;0;4,99;0
106,95;3;0;3;43;2;0,79;0;84,31;0;0;6,86;0
105,75;2;1;2;21;3;8,59;0;100,0;0;0;5,93;1
141,51;2;0;1;47;3;1,14;0;35,71;0;0;5,2;0
90,22;1;0;5;35;0;1,19;0;46,74;0;0;2,73;0
99,48;2;1;0;39;13;68,23;1;64,58;0;1;4,99;0
84,81;3;0;2;35;1;16,58;2;100,0;0;1;6,43;0
185,37;2;1;1;34;1;27,55;2;79,43;0;0;5,27;0
176,9;3;0;2;49;0;3,48;2;84,84;0;0;3,63;0
30,95;3;0;2;35;7;38,23;0;84,9;0;0;6,56;0
40,9;1;0;4;46;2;10,78;0;66,21;0;1;8,33;0
127,92;3;0;1;57;3;6,0;0;79,31;0;0;6,07;0
50,03;1;0;3;66;11;25,85;0;78,37;0;0;4,91;1
99,48;3;0;1;18;9;39,84;1;77,42;0;0;4,29;0
114,54;2;0;2;19;2;13,9;0;100,0;0;0;5,54;0
160,91;2;0;1;49;13;27,96;0;96,39;0;1;4,19;0
105,79;2;0;4;27;2;0,85;1;74,21;0;0;4,99;0
1,0;3;0;4;36;4;1,29;1;67,98;0;1;6,04;0
196,95;1;0;7;57;2;15,46;2;75,31;0;1;6,25;0
95,96;3;1;0;26;3;29,52;2;75,31;0;0;3,27;0
51,6;2;0;3;23;0;10,3;1;42,29;0;0;3,91;0
117,57;2;0;4;30;3;10,11;0;75,31;0;0;4,99;0
141,68;2;0;0;18;4;14,67;2;63,29;0;1;5,33;0
124,24;2;0;3;63;3;1,89;0;75,31;0;0;6,95;0
114,98;1;0;3;36;9;34,44;0;69,2;0;0;3,04;0
180,78;1;0;2;18;1;27,09;0;75,31;0;0;4,99;0
112,57;2;0;3;18;3;9,89;1;64,23;0;0;1,45;0
144,16;2;0;2;35;2;53,68;1;87,79;0;1;7,73;0
20,8;2;0;2;42;10;23,73;0;64,42;0;0;2,96;0
31,42;2;0;4;34;5;13,03;2;75,31;0;0;4,99;0
84,06;2;1;1;51;1;17,32;0;84,05;0;0;7,03;0
151,07;2;1;2;35;1;4,28;0;82,76;0;0;4,99;0
68,11;3;0;4;43;0;29,14;2;97,97;0;0;8,07;0
99,48;3;0;4;18;1;68,23;0;81,98;0;0;0,0;0
127,8;3;0;5;35;9;37,02;1;49,26;0;0;6,22;0
65,72;3;0;3;46;3;17,32;1;82,65;0;0;2,53;0
100,98;2;0;1;18;2;9,96;0;31,12;0;1;4,99;1
152,86;2;0;5;33;2;13,14;1;66,39;0;0;7,77;0
130,15;2;0;6;35;1;38,24;0;84,74;0;0;6,07;0
41,49;2;0;2;52;3;13,95;0;93,16;0;0;3,06;0
154,8;1;0;2;31;3;5,66;0;73,8;0;0;3,89;0
118,33;3;0;2;29;0;23,79;0;68,03;0;1;6,05;0
158,09;3;0;3;42;0;19,93;2;32,15;0;0;8,12;0
99,48;2;0;4;22;1;7,86;0;75,31;0;0;4,95;0
163,62;3;1;2;18;3;1,05;0;82,48;0;0;5,0;1
100,8;3;0;1;28;0;3,58;0;75,31;0;0;5,95;0
1,0;2;0;4;18;3;6,3;1;73,8;0;1;4,32;0
164,54;2;0;4;19;13;6,47;0;77,8;0;1;3,16;0
99,48;2;0;3;44;1;17,32;0;77,63;1;0;6,2;0
104,09;2;0;5;39;13;2,54;0;49,16;0;0;4,99;0
80,38;3;0;1;19;3;17,77;0;75,31;0;1;4,28;0
41,39;3;0;3;40;0;19,94;1;75,31;0;1;7,21;0
99,48;2;0;1;53;5;22,32;1;56,93;0;0;4,99;0
67,13;2;0;5;30;0;68,23;0;85,27;0;1;4,99;0
139,69;2;0;5;43;0;11,54;0;100,0;0;0;2,09;0
143,5;1;0;3;42;0;24,21;2;100,0;0;0;7,2;0
63,64;2;0;2;39;3;7,82;1;72,1;0;0;5,85;0
209,83;2;0;3;54;1;14,3;1;54,52;0;1;6,97;0
106,93;2;0;2;35;5;22,96;1;63,81;0;1;5,92;0
79,19;2;0;2;26;0;17,32;1;79,18;0;0;4,99;0
165,0;3;0;2;30;5;7,08;0;100,0;0;0;0,06;1
99,48;3;0;0;18;2;19,21;1;76,14;0;1;4,55;0
125,01;3;0;3;28;5;10,34;1;86,74;0;0;7,24;0
188,77;2;0;2;46;13;17,73;1;55,8;0;0;4,71;0
132,26;1;0;3;37;3;1,54;0;92,01;0;0;4,38;0
113,39;3;0;3;35;11;16,08;2;70,03;1;1;1,56;0
108,78;2;0;3;31;0;17,63;1;55,46;0;0;6,73;0
79,91;3;0;3;27;13;36,23;0;97,66;0;0;6,05;0
28,89;2;1;2;52;0;5,31;0;66,31;0;0;8,21;0
116,06;2;0;2;35;0;68,23;0;55,96;0;0;5,77;0
99,48;3;0;3;21;1;4,16;0;66,62;1;0;4,99;0
69,91;2;0;6;34;13;68,23;2;57,46;0;1;3,12;0
59,71;2;0;2;23;0;68,23;0;56,91;0;0;3,92;0
50,94;3;0;4;18;3;7,94;0;88,47;0;1;6,48;0
24,05;2;0;4;45;1;21,77;1;89,88;0;0;4,99;0
176,16;2;0;4;21;4;8,54;1;75,31;0;0;3,92;0
120,65;2;0;3;35;3;16,48;0;79,09;0;0;4,51;0
51,26;3;0;2;59;9;68,23;1;99,35;0;1;6,04;0
88,88;2;1;3;18;0;3,81;2;100,0;0;0;2,88;0
141,16;1;0;4;48;2;5,65;0;79,88;0;1;1,19;0
99,48;2;0;1;18;6;5,49;1;89,83;0;0;8,3;0
99,48;2;0;3;18;10;19,13;2;75,31;0;0;11,77;0
203,84;3;1;0;52;6;68,23;1;86,41;0;0;4,99;0
99,48;2;0;2;31;0;43,78;0;75,31;0;0;4,27;1
160,03;2;0;3;28;5;0,92;1;80,85;1;1;4,99;0
163,92;2;0;3;21;2;14,92;2;25,76;0;1;4,99;0
85,97;2;1;1;57;2;4,76;1;72,32;0;0;4,99;0
96,28;2;0;2;49;7;17,32;1;75,31;0;1;3,55;0
107,36;2;0;2;51;1;38,45;2;90,29;1;0;3,52;0
124,95;2;0;2;28;6;36,71;0;57,79;0;0;3,86;0
62,06;2;0;3;20;3;48,17;0;100,0;0;1;4,99;0
55,23;2;0;3;26;0;6,89;0;62,69;0;0;6,43;0
51,0;1;0;5;21;3;31,29;0;94,86;0;1;6,76;1
127,65;2;0;3;18;2;49,13;1;60,94;0;0;2,86;0
97,76;1;0;6;39;3;61,34;0;79,6;0;0;4,99;0
111,66;2;1;0;41;3;68,23;0;59,34;0;1;6,42;0
51,07;2;0;6;37;13;68,23;0;32,62;0;0;4,08;0
119,01;3;0;2;45;0;0,42;1;72,95;0;0;6,0;0
41,17;2;0;10;18;13;0,44;0;75,31;0;0;4,89;0
46,23;2;0;0;21;12;26,9;1;98,16;0;0;6,0;0
92,46;2;0;2;33;0;62,32;0;89,2;0;0;1,71;0
137,82;2;0;2;38;5;4,76;0;75,31;0;1;4,99;0
122,1;2;0;5;22;1;3,72;2;68,73;0;0;4,71;0
136,63;1;0;2;45;5;21,23;2;100,0;0;0;4,18;0
15,57;2;0;3;46;0;23,75;2;52,99;0;0;4,93;0
64,14;3;0;2;18;10;17,32;0;75,31;0;1;3,39;0
60,0;2;0;5;25;2;9,62;0;46,87;0;0;3,31;0
153,01;2;1;3;35;11;5,08;1;95,79;0;0;3,12;0
99,48;2;0;2;52;3;5,44;1;60,35;0;0;6,79;0
122,55;1;0;3;40;13;33,52;0;100,0;0;0;8,61;0
116,92;2;0;5;18;4;7,75;0;67,54;0;0;3,88;0
106,79;2;0;4;23;0;68,23;0;54,1;0;0;3,83;0
73,02;2;0;1;34;3;5,36;0;90,36;0;1;5,54;1
99,48;3;0;5;25;1;25,87;2;75,31;0;0;3,51;0
72,47;2;1;2;49;5;2,96;0;98,64;0;0;4,55;0
138,31;2;0;2;35;1;2,1;0;88,76;0;1;3,58;0
159,17;2;0;2;21;11;0,04;0;79,87;0;0;3,64;1
135,79;2;0;0;35;8;17,66;1;60,73;0;1;5,35;0
99,48;3;0;6;35;5;4,31;1;57,47;0;1;3,88;0
164,8;1;0;4;40;2;9,77;0;77,23;1;0;3,06;0
99,48;3;0;2;46;0;38,4;2;75,31;0;0;5,81;0
28,19;1;0;2;35;0;27,15;0;50,46;0;1;6,12;0
102,44;2;0;2;80;1;20,45;0;58,47;0;0;4,82;0
99,48;2;0;3;28;1;68,23;1;83,09;1;0;5,02;0
111,45;3;0;1;29;0;18,55;0;44,93;0;0;3,71;0
1,0;3;0;3;35;0;31,87;0;84,14;0;0;8,3;0
54,47;3;0;5;31;5;68,23;2;83,77;0;0;6,63;0
111,6;2;0;2;45;5;35,32;1;88,28;0;0;6,83;0
102,18;2;0;6;38;6;7,6;0;99,26;0;0;7,67;0
85,91;3;0;3;21;11;23,12;0;62,9;0;1;5,31;0
99,48;1;0;2;46;2;0,91;0;46,3;0;1;2,14;0
49,02;2;0;2;56;0;2,15;2;60,51;0;0;0,0;0
93,71;2;0;2;35;2;17,98;1;54,71;0;0;6,22;0
93,39;1;0;2;44;2;15,93;0;76,97;0;0;4,99;0
23,84;2;0;2;33;0;27,67;1;74,05;0;0;4,79;0
65,35;3;0;1;18;9;3,16;1;64,5;0;0;1,92;0
124,7;2;0;5;35;3;25,2;1;75,31;0;0;5,73;0
27,57;1;0;5;35;0;29,55;2;75,31;0;0;8,51;0
163,98;2;0;2;30;13;29,16;2;100,0;0;0;4,25;0
113,29;3;0;2;47;8;54,35;0;80,85;0;0;4,99;1
192,33;3;0;2;57;4;68,23;0;89,73;1;0;0,91;0
137,35;1;0;5;47;3;2,69;0;70,66;0;0;12,41;0
99,48;1;0;2;24;3;67,21;0;77,62;0;0;4,99;0
112,1;2;1;3;18;0;38,43;0;96,4;0;0;4,17;0
97,12;3;0;5;25;3;41,81;0;75,31;0;1;5,9;1
8,96;3;1;3;27;5;17,32;0;79,65;0;0;5,79;0
107,24;2;0;5;35;3;13,57;0;95,15;0;1;3,78;0
117,63;3;0;3;23;1;50,44;0;55,4;0;1;6,13;0
111,16;3;0;2;18;4;0,05;1;75,57;0;1;4,0;0
90,65;2;0;0;35;3;0,04;1;80,6;0;1;6,15;0
82,1;3;0;1;49;9;32,41;1;87,5;0;0;4,99;0
99,48;2;0;3;34;3;23,86;0;100,0;0;0;3,33;0
144,0;3;0;4;21;12;56,33;0;87,99;0;1;7,47;0
62,67;2;0;6;25;0;15,28;1;100,0;0;1;4,99;0
1,72;3;0;4;46;0;27,93;2;72,67;0;1;4,99;0
192,83;2;1;1;30;2;1,55;0;98,9;0;0;3,99;0
44,67;1;0;2;53;2;19,97;1;73,02;0;0;8,29;1
111,97;1;0;4;19;5;25,08;1;93,02;0;0;3,7;0
46,97;2;0;1;34;7;47,15;0;85,22;0;0;4,99;0
102,92;3;0;1;36;10;0,18;0;75,31;0;0;2,2;1
91,24;2;0;2;35;0;9,85;2;61,76;0;0;10,37;0
91,36;3;0;4;48;3;17,32;0;56,65;0;0;5,59;0
61,37;2;1;2;45;0;9,82;0;55,75;0;0;4,99;0
147,48;2;0;3;52;1;17,32;0;84,42;0;1;3,04;0
185,21;2;0;2;18;0;10,44;1;70,91;0;1;4,99;0
112,51;2;0;7;18;4;15,09;0;92,98;0;0;2,89;0
170,82;2;1;4;56;10;57,1;0;75,31;0;1;4,99;0
100,92;3;0;3;42;7;26,0;0;92,51;0;0;4,02;0
161,91;1;0;3;18;9;16,15;1;79,34;1;0;6,6;1
32,47;3;0;3;23;5;63,29;1;79,56;0;1;4,99;0
157,63;3;1;3;28;1;44,47;1;60,78;0;0;5,87;0
111,92;2;0;6;45;1;6,26;2;60,79;0;0;1,48;0
96,22;2;0;1;32;3;61,85;1;66,05;1;0;4,64;0
122,53;3;0;1;18;6;43,25;1;75,31;0;0;6,08;1
129,42;2;1;2;44;1;26,15;2;89,31;0;1;6,3;0
147,52;2;0;1;35;0;5,07;0;57,06;0;0;4,25;0
111,16;3;1;1;33;0;12,61;0;86,8;0;0;8,16;0
111,08;1;0;3;31;13;15,79;1;87,06;0;0;7,21;0
101,2;3;0;6;21;4;28,89;1;77,84;0;1;10,71;0
83,67;3;0;4;35;3;17,32;1;73,33;0;0;4,99;0
100,64;1;0;3;55;1;17,32;0;84,14;0;1;4,88;0
112,15;2;1;5;35;13;17,32;0;56,56;0;0;7,66;0
200,76;2;0;2;38;2;46,66;1;71,7;0;0;5,26;0
41,05;1;0;5;50;4;5,61;0;74,9;0;1;5,72;0
185,8;3;0;2;20;8;17,32;0;100,0;0;1;4,87;0
80,59;3;0;2;30;2;6,85;0;87,53;0;1;7,21;0
126,04;1;1;0;29;4;37,43;1;82,6;0;1;7,47;0
122,08;2;0;5;32;3;1,78;0;60,09;0;0;3,2;0
103,98;2;0;6;47;3;68,17;0;70,05;0;0;3,51;1
137,83;2;0;2;54;4;18,56;0;68,27;0;0;5,11;0
99,48;2;0;3;30;1;28,83;1;96,91;0;1;4,28;0
58,15;2;0;5;35;1;17,32;0;100,0;0;1;6,15;0
1,0;3;0;8;31;8;11,08;0;50,13;0;0;4,2;0
193,37;2;0;1;34;7;0,65;1;89,84;0;1;2,25;0
153,65;2;0;4;40;5;13,57;0;75,93;0;1;5,77;0
41,04;2;0;3;35;0;39,97;0;59,36;0;0;7,74;0
136,84;1;0;6;29;5;48,81;0;84,4;0;1;5,53;1
54,1;3;0;2;55;8;17,96;0;81,88;0;0;3,11;0
32,52;2;0;3;62;0;5,66;2;100,0;0;0;5,12;0
114,83;2;0;0;36;0;8,29;1;46,84;0;0;2,62;0
99,48;3;0;3;31;2;8,98;0;75,31;0;0;4,46;0
99,48;2;0;1;51;0;8,6;0;86,07;0;0;6,92;0
31,51;3;0;1;28;4;5,12;2;100,0;0;0;3,76;0
121,58;3;1;6;21;13;31,24;1;74,3;0;0;5,82;0
64,75;2;1;4;34;13;8,86;1;66,76;0;0;5,71;0
37,38;3;0;2;49;1;26,64;0;33,8;0;0;4,58;0
163,1;3;0;4;33;2;33,58;0;61,87;0;0;1,68;0
39,49;2;0;5;35;1;12,45;2;65,97;0;1;3,3;0
219,58;2;0;4;51;5;39,04;1;73,18;0;0;5,01;0
20,97;2;0;1;35;4;17,32;0;82,0;0;1;6,31;0
113,21;3;0;2;47;0;17,32;1;75,31;0;1;5,9;0
156,37;2;1;1;47;5;18,55;2;62,29;0;0;6,73;0
56,8;2;0;3;20;2;9,0;0;70,98;0;0;3,87;0
144,93;2;0;5;18;13;49,26;0;75,31;0;1;5,58;0
75,97;3;0;0;35;6;44,94;0;91,39;0;0;6,53;0
98,73;2;0;3;27;11;13,39;0;42,07;0;0;6,36;0
158,59;1;0;2;25;1;6,92;1;93,44;0;0;4,99;0
99,48;2;0;2;18;8;31,64;2;82,47;0;0;6,04;0
219,58;3;0;0;21;0;42,58;0;100,0;0;0;4,99;0
115,55;2;0;6;35;1;13,55;0;84,0;0;0;6,33;0
48,01;2;0;0;55;3;17,32;1;100,0;0;0;4,08;0
126,07;2;0;0;39;10;16,49;0;56,84;0;1;4,3;1
28,2;3;1;4;26;0;13,43;1;87,57;0;0;4,1;0
107,52;3;1;4;46;3;0,3;0;80,39;0;0;3,52;0
56,21;2;0;2;49;7;27,07;1;76,92;0;0;6,15;1
140,64;3;1;3;36;3;1,91;0;79,88;0;0;6,3;0
127,7;2;0;3;35;12;45,96;0;100,0;0;0;1,79;0
51,36;2;0;2;35;1;12,4;0;98,8;0;0;1,84;0
138,19;2;0;5;26;2;31,87;1;75,31;0;0;4,0;0
74,11;3;0;2;18;0;45,38;1;75,31;0;1;4,99;0
194,94;2;0;1;52;0;47,42;1;96,99;0;1;4,74;0
21,6;2;0;2;50;9;3,12;0;100,0;0;0;3,93;0
133,98;3;0;4;49;12;2,71;0;80,97;1;0;4,99;0
85,79;3;0;5;21;2;28,89;2;49,09;0;0;7,01;0
204,66;2;0;1;37;1;32,43;2;82,52;0;0;4,72;0
29,45;3;0;6;24;2;39,45;1;93,14;0;1;3,88;0
45,58;1;0;4;39;0;28,08;0;71,58;0;0;6,94;0
193,55;2;0;1;38;0;17,32;0;75,98;0;1;2,54;1
156,27;3;0;2;58;0;27,26;0;55,62;0;0;3,08;0
135,16;2;0;1;20;0;31,45;2;75,31;0;0;4,77;0
81,47;3;0;6;48;1;68,23;0;56,93;0;0;4,99;0
32,6;2;0;0;18;12;17,28;0;75,31;0;0;4,99;0
135,92;1;0;2;20;9;65,95;2;83,19;0;0;6,74;0
90,98;3;0;1;53;0;7,29;0;56,08;0;0;3,42;0
37,77;3;0;4;50;13;17,32;0;100,0;0;0;2,44;1
137,27;3;0;3;39;10;68,23;1;48,26;0;0;4,99;0
102,6;2;0;2;28;0;7,37;1;47,39;0;0;2,51;0
26,07;2;0;4;54;2;17,32;2;100,0;0;0;2,84;0
127,55;2;0;6;48;6;13,57;1;100,0;0;0;4,99;1
57,33;2;0;3;22;3;2,81;2;73,5;0;0;3,64;0
152,69;1;0;1;39;2;2,36;0;62,54;0;0;1,49;0
42,28;1;0;2;44;2;10,0;0;67,65;0;1;4,99;0
63,16;1;0;1;32;10;17,32;0;88,88;0;0;4,99;0
50,08;3;0;4;18;3;68,23;0;93,55;0;1;4,99;0
141,03;2;1;3;62;2;22,96;2;70,6;0;1;2,49;0
72,13;1;0;1;39;6;47,56;0;95,61;0;0;5,35;0
127,68;3;0;3;49;1;15,38;0;97,8;0;0;4,98;0
87,38;2;0;1;18;5;25,93;1;52,87;0;0;0,0;0
99,48;3;0;2;42;1;17,32;0;57,93;0;1;3,71;0
